Name,ID,League,Overall,Attack,Midfield,Defence,Transfer budget,Club worth,Speed,Dribbling,Passing,Positioning,Crossing,Shooting,Aggression,Pressure,Team width,Defender line,Domestic prestige,International prestige,Players,Starting XI average age,Whole team average age,href,country,game
Sunderland,106,Championship,69,70,67,70,0.0,19500000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,2,30,22.27,21.93,https://sofifa.com/team/106/sunderland/,Britain,FIFA24
Deportes Tolima,111722,Categoría Primera A,69,67,68,70,0.0,35700000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,4,30,26.82,25.53,https://sofifa.com/team/111722/deportes-tolima/,Colombia,FIFA24
Moreirense FC,1900,Primeira Liga,69,68,70,69,0.0,7300000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,1,26,25.45,24.73,https://sofifa.com/team/1900/moreirense-fc/,Portugal,FIFA24
SC Heerenveen,1913,Eredivisie,69,68,69,69,0.0,41500000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,1,29,25.36,22.97,https://sofifa.com/team/1913/sc-heerenveen/,Netherlands,FIFA24
Fortuna Sittard,634,Eredivisie,69,68,68,70,0.0,18000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,1,25,26.82,24.8,https://sofifa.com/team/634/fortuna-sittard/,Netherlands,FIFA24
St. Louis CITY SC,113018,Major League Soccer,69,74,67,66,0.0,185000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,30,25.64,24.43,https://sofifa.com/team/113018/st-louis-city-sc/,United States,FIFA24
Bristol City,1919,Championship,69,69,69,69,0.0,60000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,1,30,23.91,23.5,https://sofifa.com/team/1919/bristol-city/,Britain,FIFA24
Universidad Católica,110975,Primera Division,69,69,68,69,0.0,36500000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,6,26,27.0,25.12,https://sofifa.com/team/110975/universidad-catolica/,Chile,FIFA24
FC St.Gallen 1879,898,Super League,69,69,69,69,0.0,33000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,4,28,25.27,23.89,https://sofifa.com/team/898/fc-stgallen-1879/,Switzerland,FIFA24
KV Mechelen,110724,Pro League,69,71,68,68,0.0,33000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,4,28,25.73,24.07,https://sofifa.com/team/110724/kv-mechelen/,Belgium,FIFA24
Universidad Católica del Ecuador,114581,Serie A,69,70,70,66,0.0,13500000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,1,25,27.82,24.88,https://sofifa.com/team/114581/universidad-catolica-del-ecuador/,Ecuador,FIFA24
Raków Częstochowa,114326,Ekstraklasa,69,69,68,69,0.0,11000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,3,28,25.27,25.61,https://sofifa.com/team/114326/rakow-czestochowa/,Poland,FIFA24
Royal Charleroi Sporting Club,670,Pro League,69,72,70,68,0.0,37000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,4,28,24.64,24.43,https://sofifa.com/team/670/royal-charleroi-sporting-club/,Belgium,FIFA24
SpVgg Greuther Fürth,165,2. Bundesliga,69,68,70,69,0.0,28600000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,1,29,23.18,23.31,https://sofifa.com/team/165/spvgg-greuther-furth/,Germany,FIFA24
Universitario de Deportes,111014,Liga 1,69,70,70,69,0.0,27500000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,4,26,29.45,26.81,https://sofifa.com/team/111014/universitario-de-deportes/,Peru,FIFA24
Swansea City,1960,Championship,69,69,70,68,0.0,98500000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,1,30,24.91,23.57,https://sofifa.com/team/1960/swansea-city/,Britain,FIFA24
Konyaspor,101033,Süper Lig,69,67,69,69,0.0,24800000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,3,28,28.27,26.43,https://sofifa.com/team/101033/konyaspor/,Turkey,FIFA24
New England Revolution,691,Major League Soccer,69,69,71,69,0.0,220500000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,3,28,27.27,26.18,https://sofifa.com/team/691/new-england-revolution/,United States,FIFA24
Gaziantep FK,110776,Süper Lig,69,69,70,67,0.0,16200000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,1,27,28.64,26.93,https://sofifa.com/team/110776/gaziantep-fk/,Turkey,FIFA24
Houston Dynamo,698,Major League Soccer,69,69,68,67,0.0,248000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,2,27,26.91,25.74,https://sofifa.com/team/698/houston-dynamo/,United States,FIFA24
Jeonbuk Hyundai Motors,1477,K League 1,69,71,68,69,0.0,20000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,7,28,27.09,26.96,https://sofifa.com/team/1477/jeonbuk-hyundai-motors/,Korea Republic,FIFA24
Racing Santander,456,La Liga 2,69,67,70,68,0.0,4400000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,1,30,25.45,24.77,https://sofifa.com/team/456/racing-santander/,Spain,FIFA24
Estrela da Amadora,718,Primeira Liga,69,69,67,69,0.0,5000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,1,1,30,27.18,26.43,https://sofifa.com/team/718/estrela-da-amadora/,Portugal,FIFA24
SK Sturm Graz,209,Bundesliga,69,67,72,70,0.0,62000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,4,27,24.36,22.26,https://sofifa.com/team/209/sk-sturm-graz/,Austria,FIFA24
Cercle Brugge KSV,1750,Pro League,69,70,70,67,0.0,35000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,2,28,23.0,21.75,https://sofifa.com/team/1750/cercle-brugge-ksv/,Belgium,FIFA24
Orlando City SC,112606,Major League Soccer,69,72,71,66,0.0,275500000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,5,29,25.36,24.07,https://sofifa.com/team/112606/orlando-city-sc/,United States,FIFA24
Hannover 96,485,2. Bundesliga,69,70,69,70,0.0,90100000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,1,26,26.18,23.85,https://sofifa.com/team/485/hannover-96/,Germany,FIFA24
Antalyaspor,741,Süper Lig,69,71,69,68,0.0,31200000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,3,26,28.73,26.19,https://sofifa.com/team/741/antalyaspor/,Turkey,FIFA24
Farense,489,Primeira Liga,69,70,70,68,0.0,5100000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,27,27.82,27.07,https://sofifa.com/team/489/farense/,Portugal,FIFA24
América de Cali,101099,Categoría Primera A,69,70,68,69,0.0,28500000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,5,22,28.73,27.73,https://sofifa.com/team/101099/america-de-cali/,Colombia,FIFA24
Kasımpaşa SK,111339,Süper Lig,69,69,68,68,0.0,20200000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,3,27,27.36,25.26,https://sofifa.com/team/111339/kasimpasa-sk/,Turkey,FIFA24
Independiente Medellín,101103,Categoría Primera A,69,70,70,69,0.0,32000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,5,25,25.91,24.6,https://sofifa.com/team/101103/independiente-medellin/,Colombia,FIFA24
Nashville SC,114162,Major League Soccer,69,75,68,69,0.0,210000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,2,29,28.27,25.76,https://sofifa.com/team/114162/nashville-sc/,United States,FIFA24
Club Olimpia,101108,División Profesional,69,69,67,66,0.0,52500000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,7,30,24.91,24.43,https://sofifa.com/team/101108/club-olimpia/,Paraguay,FIFA24
Atlanta United,112885,Major League Soccer,69,72,70,66,0.0,40000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,4,25,25.64,25.76,https://sofifa.com/team/112885/atlanta-united/,United States,FIFA24
Alanyaspor,113142,Süper Lig,69,70,70,67,0.0,36100000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,26,28.18,25.96,https://sofifa.com/team/113142/alanyaspor/,Turkey,FIFA24
SD Huesca,110839,La Liga 2,69,67,69,68,0.0,4500000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,1,30,26.0,24.5,https://sofifa.com/team/110839/sd-huesca/,Spain,FIFA24
Vancouver Whitecaps FC,101112,Major League Soccer,69,73,68,68,0.0,193500000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,2,25,26.0,25.32,https://sofifa.com/team/101112/vancouver-whitecaps-fc/,United States,FIFA24
FC St. Pauli,110329,2. Bundesliga,69,69,70,70,0.0,34200000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,1,30,25.36,24.8,https://sofifa.com/team/110329/fc-st-pauli/,Germany,FIFA24
Angers SCO,1530,Ligue 2,69,69,69,69,0.0,70000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,1,25,27.73,24.68,https://sofifa.com/team/1530/angers-sco/,France,FIFA24
LASK Linz,252,Bundesliga,69,71,68,69,0.0,37500000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,5,28,25.82,25.29,https://sofifa.com/team/252/lask-linz/,Austria,FIFA24
Al Fateh,112390,Pro League,68,69,70,63,0.0,18000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,3,29,28.36,26.72,https://sofifa.com/team/112390/al-fateh/,Saudi Arabia,FIFA24
Al Taawoun FC,112393,Pro League,68,69,71,63,0.0,32100000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,4,30,27.0,24.6,https://sofifa.com/team/112393/al-taawoun-fc/,Saudi Arabia,FIFA24
Grenoble Foot 38,1805,Ligue 2,68,67,69,68,0.0,20000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,1,26,26.18,25.0,https://sofifa.com/team/1805/grenoble-foot-38/,France,FIFA24
Sheffield Wednesday,1807,Championship,68,68,69,67,0.0,10500000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,30,27.09,25.87,https://sofifa.com/team/1807/sheffield-wednesday/,Britain,FIFA24
Amiens SC,1816,Ligue 2,68,69,69,68,0.0,26000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,1,30,26.55,24.43,https://sofifa.com/team/1816/amiens-sc/,France,FIFA24
Go Ahead Eagles,100632,Eredivisie,68,66,68,68,0.0,16100000.000000002,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,25,25.09,23.64,https://sofifa.com/team/100632/go-ahead-eagles/,Netherlands,FIFA24
Al Wahda,112408,Pro League,68,76,69,65,0.0,15200000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,3,30,30.0,27.7,https://sofifa.com/team/112408/al-wahda/,Saudi Arabia,FIFA24
1. FC Kaiserslautern,29,2. Bundesliga,68,69,68,69,0.0,15200000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,1,29,25.0,25.79,https://sofifa.com/team/29/1-fc-kaiserslautern/,Germany,FIFA24
Minnesota United FC,111138,Major League Soccer,68,69,69,63,0.0,250000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,1,28,26.36,24.89,https://sofifa.com/team/111138/minnesota-united-fc/,United States,FIFA24
CF Montréal,111139,Major League Soccer,68,69,68,65,0.0,199000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,4,29,24.73,23.55,https://sofifa.com/team/111139/cf-montreal/,United States,FIFA24
Toronto FC,111651,Major League Soccer,68,74,66,65,0.0,350000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,4,26,27.27,24.96,https://sofifa.com/team/111651/toronto-fc/,United States,FIFA24
CD Eldense,131110,La Liga 2,68,67,67,67,0.0,1700000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,1,1,28,27.27,27.18,https://sofifa.com/team/131110/cd-eldense/,Spain,FIFA24
ESTAC Troyes,294,Ligue 2,68,69,68,67,0.0,65000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,1,29,25.36,23.72,https://sofifa.com/team/294/estac-troyes/,France,FIFA24
Sparta Rotterdam,100646,Eredivisie,68,68,68,67,0.0,26300000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,1,30,24.55,22.63,https://sofifa.com/team/100646/sparta-rotterdam/,Netherlands,FIFA24
Cosenza,112168,Serie B,68,70,68,67,0.0,9500000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,25,26.55,24.44,https://sofifa.com/team/112168/cosenza/,Italy,FIFA24
SC Paderborn 07,10030,2. Bundesliga,68,67,69,67,0.0,29300000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,1,30,23.91,23.83,https://sofifa.com/team/10030/sc-paderborn-07/,Germany,FIFA24
FC Lugano,10032,Super League,68,70,69,63,0.0,28500000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,2,28,24.55,24.46,https://sofifa.com/team/10032/fc-lugano/,Switzerland,FIFA24
Rapid Bucuresti,310,Liga I,68,68,67,67,0.0,5000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,3,25,26.36,25.72,https://sofifa.com/team/310/rapid-bucuresti/,Romania,FIFA24
Ascoli,1847,Serie B,68,68,67,68,0.0,15000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,1,30,29.45,25.43,https://sofifa.com/team/1847/ascoli/,Italy,FIFA24
SSC Bari,1848,Serie B,68,68,68,65,0.0,28000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,2,28,25.09,25.32,https://sofifa.com/team/1848/ssc-bari/,Italy,FIFA24
FC Girondins de Bordeaux,59,Ligue 2,68,68,69,69,0.0,70000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,1,28,26.0,22.61,https://sofifa.com/team/59/fc-girondins-de-bordeaux/,France,FIFA24
Catanzaro,110908,Serie B,68,69,68,67,0.0,10300000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,25,28.45,25.56,https://sofifa.com/team/110908/catanzaro/,Italy,FIFA24
Albacete Balompié,1854,La Liga 2,68,67,69,68,0.0,2500000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,1,28,26.82,26.32,https://sofifa.com/team/1854/albacete-balompie/,Spain,FIFA24
CA Banfield,110404,Liga Profesional de Fútbol,68,69,66,68,0.0,15300000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,3,28,27.0,24.75,https://sofifa.com/team/110404/ca-banfield/,Argentina,FIFA24
FC Lausanne-Sport,1862,Super League,68,68,68,67,0.0,15000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,2,28,24.73,25.04,https://sofifa.com/team/1862/fc-lausanne-sport/,Switzerland,FIFA24
Club Atlético Sarmiento,112713,Liga Profesional de Fútbol,68,68,67,67,0.0,5000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,1,1,28,27.27,26.0,https://sofifa.com/team/112713/club-atletico-sarmiento/,Argentina,FIFA24
Aberdeen,77,Premiership,68,70,69,67,0.0,8500000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,3,23,26.64,25.17,https://sofifa.com/team/77/aberdeen/,Scotland,FIFA24
Legia Warszawa,1871,Ekstraklasa,68,69,70,66,0.0,15000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,4,25,28.18,25.16,https://sofifa.com/team/1871/legia-warszawa/,Poland,FIFA24
Atlético Tucumán,111708,Liga Profesional de Fútbol,68,67,70,66,0.0,10000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,2,25,24.27,25.04,https://sofifa.com/team/111708/atletico-tucuman/,Argentina,FIFA24
Shanghai Shenhua,110955,Super League,68,71,68,67,0.0,13100000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,3,28,27.45,25.57,https://sofifa.com/team/110955/shanghai-shenhua/,China PR,FIFA24
Shandong Taishan,111724,Super League,68,76,67,67,0.0,10500000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,3,27,28.82,27.07,https://sofifa.com/team/111724/shandong-taishan/,China PR,FIFA24
The Strongest,110969,División de Fútbol Profesional,68,71,68,66,0.0,14600000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,4,30,29.73,26.67,https://sofifa.com/team/110969/the-strongest/,Bolivia,FIFA24
FC Zürich,894,Super League,68,68,69,68,0.0,24700000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,3,28,26.0,24.43,https://sofifa.com/team/894/fc-zurich/,Switzerland,FIFA24
FC Basel 1893,896,Super League,68,68,67,67,0.0,65000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,6,28,24.0,23.93,https://sofifa.com/team/896/fc-basel-1893/,Switzerland,FIFA24
FC Luzern,897,Super League,68,67,69,66,0.0,34000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,3,28,24.0,23.5,https://sofifa.com/team/897/fc-luzern/,Switzerland,FIFA24
Universidad César Vallejo,113029,Liga 1,68,72,67,67,0.0,18000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,3,25,27.45,28.36,https://sofifa.com/team/113029/universidad-cesar-vallejo/,Peru,FIFA24
Plymouth Argyle,1929,Championship,68,69,68,67,0.0,4400000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,1,1,26,24.64,23.15,https://sofifa.com/team/1929/plymouth-argyle/,Britain,FIFA24
Pisa,110738,Serie B,68,69,68,68,0.0,36000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,1,28,27.18,26.32,https://sofifa.com/team/110738/pisa/,Italy,FIFA24
Spezia,110741,Serie B,68,66,69,68,0.0,76000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,1,30,25.64,23.87,https://sofifa.com/team/110741/spezia/,Italy,FIFA24
FCSB,100761,Liga I,68,70,68,67,0.0,13000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,4,23,25.91,24.52,https://sofifa.com/team/100761/fcsb/,Romania,FIFA24
Kayserispor,101020,Süper Lig,68,69,69,64,0.0,17000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,2,28,27.18,25.93,https://sofifa.com/team/101020/kayserispor/,Turkey,FIFA24
Shanghai Port,112540,Super League,68,71,68,67,0.0,22900000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,5,28,30.0,27.96,https://sofifa.com/team/112540/shanghai-port/,China PR,FIFA24
Sportivo Luqueño,111006,División Profesional,68,70,67,66,0.0,2100000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,30,30.64,27.57,https://sofifa.com/team/111006/sportivo-luqueno/,Paraguay,FIFA24
Molde FK,417,Eliteserien,68,72,68,67,0.0,21000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,3,26,27.55,24.58,https://sofifa.com/team/417/molde-fk/,Norway,FIFA24
Racing de Ferrol,110242,La Liga 2,68,69,69,66,0.0,2000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,1,1,27,28.27,27.59,https://sofifa.com/team/110242/racing-de-ferrol/,Spain,FIFA24
Hatayspor,101028,Süper Lig,68,70,66,68,0.0,20600000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,1,1,28,25.64,25.14,https://sofifa.com/team/101028/hatayspor/,Turkey,FIFA24
Sint-Truidense VV,680,Pro League,68,70,68,68,0.0,40000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,3,27,21.73,22.0,https://sofifa.com/team/680/sint-truidense-vv/,Belgium,FIFA24
KVC Westerlo,681,Pro League,68,67,67,68,0.0,15000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,1,28,24.09,23.54,https://sofifa.com/team/681/kvc-westerlo/,Belgium,FIFA24
1. FC Nürnberg,171,2. Bundesliga,68,67,69,67,0.0,56400000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,1,30,22.55,24.97,https://sofifa.com/team/171/1-fc-nurnberg/,Germany,FIFA24
Çaykur Rizespor,101037,Süper Lig,68,69,69,66,0.0,13800000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,2,28,24.82,23.71,https://sofifa.com/team/101037/caykur-rizespor/,Turkey,FIFA24
Columbus Crew,687,Major League Soccer,68,72,69,67,0.0,185000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,2,23,25.55,24.7,https://sofifa.com/team/687/columbus-crew/,United States,FIFA24
New York Red Bulls,689,Major League Soccer,68,71,69,67,0.0,261000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,4,27,23.64,22.33,https://sofifa.com/team/689/new-york-red-bulls/,United States,FIFA24
Sivasspor,101041,Süper Lig,68,74,69,65,0.0,20000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,2,27,30.09,27.7,https://sofifa.com/team/101041/sivasspor/,Turkey,FIFA24
Vizela,111539,Primeira Liga,68,69,69,67,0.0,5600000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,24,24.73,24.25,https://sofifa.com/team/111539/vizela/,Portugal,FIFA24
Chicago Fire,693,Major League Soccer,68,76,68,68,0.0,285500000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,1,28,24.82,25.36,https://sofifa.com/team/693/chicago-fire/,United States,FIFA24
FC Dallas,695,Major League Soccer,68,69,69,63,0.0,178000000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,2,30,26.27,24.13,https://sofifa.com/team/695/fc-dallas/,United States,FIFA24
Sporting Kansas City,696,Major League Soccer,68,68,69,67,0.0,292500000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,2,27,29.64,25.63,https://sofifa.com/team/696/sporting-kansas-city/,United States,FIFA24
New York City FC,112828,Major League Soccer,68,68,70,65,0.0,326500000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,5,29,23.09,22.14,https://sofifa.com/team/112828/new-york-city-fc/,United States,FIFA24
Djurgårdens IF,710,Allsvenskan,68,66,68,66,0.0,29300000.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,1,23,24.82,26.22,https://sofifa.com/team/710/djurgardens-if/,Sweden,FIFA24
