Unnamed: 0,Name,Age,Overall rating,Potential,Team & Contract,ID,Height,Weight,foot,Best overall,Best position,Joined,Value,Wage,Release clause,Total attacking,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Total skill,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Total movement,Acceleration,Sprint speed,Agility,Reactions,Balance,Total power,Shot power,Jumping,Stamina,Strength,Long shots,Total mentality,Aggression,Tactical Awareness,Positioning,Vision,Penalties,Composure,Total defending,Marking,Tackling,Sliding tackle,Total goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total stats,Base stats,Weak foot,Skill moves,Attacking work rate,Defensive work rate,International reputation,Body type,Real face,Pace / Diving,Shooting / Handling,Passing / Kicking,Dribbling / Reflexes,Defending / Pace,Physical / Positioning,Traits,Traits.1,PlayStyles,PlayStyles +,Number of traits,Acceleration Type,Unnamed: 78,href,country
,S. Groppi LB,30,55,68,Triestina 2008,157784,"184cm / 6'0""",75kg / 165lbs,Left,55,LB,,€0,€0,€0,185,51,28,52,54,0,204,44,0,53,55,52,154,70,52,0,32,0,204,59,0,52,60,33,105,52,0,0,0,0,53,110,55,55,0,48,11,13,0,13,11,1010,306,3,1,,,2,PLAYER_BODY_TYPE_,Yes,60,37,53,45,55,56,Leadership,,,,1,,,https://sofifa.com/player/157784/simone-groppi/070002/,Italy
,E. Esajas CAM,21,55,58,Vitesse 2008,165464,"171cm / 5'7""",65kg / 143lbs,Left,59,CF,,€0,€0,€0,193,52,55,42,44,0,221,61,0,59,42,59,185,58,69,0,58,0,243,56,0,65,67,55,119,60,0,0,0,0,59,59,26,33,0,52,18,10,0,13,11,1072,321,3,1,,,1,PLAYER_BODY_TYPE_,Yes,64,55,47,60,30,65,Leadership,,,,1,,,https://sofifa.com/player/165464/etienne-esajas/070002/,Netherlands
,H. Toft ST,25,55,57,Vejle Boldklub 2009,155739,"196cm / 6'5""",87kg / 192lbs,Right,55,ST,,€0,€0,€0,209,36,59,61,53,0,174,55,0,35,39,45,225,67,75,0,83,0,216,45,0,63,85,23,96,61,0,0,0,0,35,43,20,23,0,50,11,14,0,14,11,1013,315,3,1,,,2,PLAYER_BODY_TYPE_,Yes,71,46,43,56,25,74,Leadership Crowd favourite,,,,2,,,https://sofifa.com/player/155739/henrik-toft/070002/,Denmark
,P. Olofsson LM,30,55,56,BK Häcken 2009,27742,"174cm / 5'9""",75kg / 165lbs,Right,55,LM,,€0,€0,€0,209,57,42,57,53,0,172,40,0,22,53,57,190,72,68,0,50,0,186,33,0,62,52,39,73,51,0,0,0,0,22,81,24,57,0,51,12,13,0,11,15,962,302,4,1,,,1,PLAYER_BODY_TYPE_,Yes,70,38,51,47,41,55,Leadership,,,,1,,,https://sofifa.com/player/27742/peter-olofsson/070002/,Sweden
,A. Okkonen CM,24,55,63,Finland Free,150881,"177cm / 5'10""",73kg / 161lbs,Right,56,CF,,€0,€0,€0,218,59,54,52,53,0,210,47,0,48,55,60,171,52,63,0,56,0,224,58,0,51,62,53,101,53,0,0,0,0,48,99,47,52,0,61,23,11,0,13,14,1084,327,3,1,,,1,PLAYER_BODY_TYPE_,Yes,58,54,55,53,50,57,Leadership Media darling,,,,2,,,https://sofifa.com/player/150881/antti-okkonen/070002/,Finland
,F. Noel CAM,20,55,64,Colorado Rapids 2009,176227,"178cm / 5'10""",74kg / 163lbs,Right,57,CF,,€0,€0,€0,207,55,55,49,48,0,195,56,0,41,40,58,201,62,88,0,51,0,189,53,0,40,52,44,94,53,0,0,0,0,41,66,41,25,0,31,8,6,0,8,9,983,314,3,1,,,1,PLAYER_BODY_TYPE_,Yes,76,51,47,56,35,49,Leadership,,,,1,,,https://sofifa.com/player/176227/fabrice-noel/070002/,Haiti
,E. Castillo RB,19,55,65,Santos Laguna 2009,171364,"175cm / 5'9""",56kg / 123lbs,Right,55,RB,,€0,€0,€0,208,53,48,52,55,0,194,42,0,53,49,50,143,50,56,0,37,0,215,50,0,57,50,58,112,59,0,0,0,0,53,114,58,56,0,24,2,6,0,5,11,1010,312,3,1,,,1,PLAYER_BODY_TYPE_,Yes,53,51,53,44,57,54,Leadership,,,,1,,,https://sofifa.com/player/171364/edgar-eduardo-castillo/070002/,United States
,K. Pilarz GK,25,55,59,Odra Wodzisław 2009,154725,"184cm / 6'0""",78kg / 172lbs,Right,55,GK,,€0,€0,€0,116,26,30,23,37,0,144,22,0,50,63,9,164,57,56,0,51,0,170,37,0,68,54,11,100,50,0,0,0,0,50,53,30,23,0,217,45,53,0,58,61,964,336,3,1,,,2,PLAYER_BODY_TYPE_,Yes,45,53,63,61,56,58,Leadership,,,,1,,,https://sofifa.com/player/154725/krzysztof-pilarz/070002/,Poland
,Goitia GK,24,55,55,Málaga CF 2009,137578,"188cm / 6'2""",80kg / 176lbs,Right,55,GK,,€0,€0,€0,42,11,11,11,9,0,142,12,0,50,52,28,130,45,42,0,43,0,134,9,0,60,55,10,105,55,0,0,0,0,50,19,11,8,0,219,53,56,0,54,56,791,314,3,1,,,2,PLAYER_BODY_TYPE_,Yes,53,56,52,56,43,54,Leadership,,,,1,,,https://sofifa.com/player/137578/goitia/070002/,Spain
,R. Hinds CB,25,55,60,Scunthorpe United 2007,159595,"188cm / 6'2""",78kg / 172lbs,Right,55,CB,,€0,€0,€0,128,17,19,54,38,0,133,17,0,53,27,36,177,54,61,0,62,0,181,37,0,58,64,22,106,53,0,0,0,0,53,111,56,55,0,46,14,13,0,6,13,882,260,3,1,,,2,PLAYER_BODY_TYPE_,Yes,58,25,32,30,55,60,Leadership Flexibility,,,,2,,,https://sofifa.com/player/159595/richard-hinds/070002/,England
,Ö. Hurmacı CAM,19,55,65,Ankaraspor 2009,178029,"174cm / 5'9""",70kg / 154lbs,Right,57,CAM,,€0,€0,€0,179,43,30,43,63,0,202,48,0,41,53,60,175,63,64,0,48,0,215,45,0,60,62,48,91,50,0,0,0,0,41,70,34,36,0,28,2,9,0,8,9,960,302,2,1,,,2,PLAYER_BODY_TYPE_,Yes,64,38,53,52,36,59,Leadership,,,,1,,,https://sofifa.com/player/178029/ozer-hurmaci/070002/,Türkiye
,G. Branston CB,27,55,60,Peterborough United 2006,53615,"183cm / 6'0""",85kg / 187lbs,Left,55,CB,,€0,€0,€0,154,41,27,59,27,0,145,34,0,48,28,35,145,53,55,0,37,0,154,35,0,49,50,20,99,51,0,0,0,0,48,116,58,58,0,35,7,7,0,13,8,848,258,3,1,,,1,PLAYER_BODY_TYPE_,Yes,54,28,33,35,58,50,Leadership Media darling,,,,2,,,https://sofifa.com/player/53615/guy-branston/070002/,England
,M. Özkan ST,31,55,74,MKE Ankaragücü 2007,143728,"188cm / 6'2""",81kg / 179lbs,Right,55,ST,,€0,€0,€0,222,35,76,71,40,0,182,31,0,62,40,49,164,51,50,0,63,0,199,48,0,53,56,42,122,60,0,0,0,0,62,40,22,18,0,26,8,7,0,6,5,955,275,1,1,,,2,PLAYER_BODY_TYPE_,Yes,50,61,41,42,25,56,Leadership,,,,1,,,https://sofifa.com/player/143728/mustafa-ozkan/070002/,Türkiye
,O. Pelayo CDM,20,55,67,Atlante 2009,177777,"187cm / 6'2""",73kg / 161lbs,Left,56,CDM,,€0,€0,€0,215,51,53,61,50,0,189,49,0,32,54,54,135,39,50,0,46,0,233,60,0,66,59,48,79,47,0,0,0,0,32,99,47,52,0,16,3,4,0,5,4,966,305,3,1,,,1,PLAYER_BODY_TYPE_,Yes,45,52,49,50,50,59,Leadership,,,,1,,,https://sofifa.com/player/177777/oscar-pelayo/070002/,Mexico
,P. Linka GK,20,55,58,Lech Poznań 2007,152946,"198cm / 6'6""",85kg / 187lbs,Right,55,GK,,€0,€0,€0,128,40,30,40,18,0,156,40,0,55,52,9,118,36,35,0,47,0,163,53,0,46,45,19,113,58,0,0,0,0,55,83,36,47,0,221,47,49,0,58,67,982,308,2,1,,,1,PLAYER_BODY_TYPE_,Yes,47,49,52,67,35,58,Leadership,,,,1,,,https://sofifa.com/player/152946/pawel-linka/070002/,Poland
,R. Lamah CF,18,55,69,RSC Anderlecht 2009,163187,"180cm / 5'11""",71kg / 157lbs,Right,58,CF,,€0,€0,€0,204,52,47,51,54,0,219,62,0,43,50,64,173,57,61,0,55,0,213,48,0,58,54,53,78,35,0,0,0,0,43,51,28,23,0,39,9,6,0,10,14,977,300,3,1,,,1,PLAYER_BODY_TYPE_,Yes,59,49,51,62,28,51,Leadership,,,,1,,,https://sofifa.com/player/163187/roland-lamah/070002/,Belgium
,B. Donnelly CB,19,55,66,Motherwell FC 2008,173684,"185cm / 6'1""",83kg / 183lbs,Right,55,CB,,€0,€0,€0,171,34,16,59,62,0,176,37,0,44,54,41,148,54,48,0,46,0,195,43,0,51,54,47,88,44,0,0,0,0,44,112,55,57,0,32,7,8,0,9,8,922,280,3,1,,,1,PLAYER_BODY_TYPE_,Yes,51,31,51,40,56,51,Leadership,,,,1,,,https://sofifa.com/player/173684/bobby-donnelly/070002/,Scotland
,A. Abayomi Lawal CF,21,55,56,Vejle Boldklub 2006,155769,"172cm / 5'8""",70kg / 154lbs,Right,55,CF,,€0,€0,€0,142,39,50,18,35,0,174,60,0,40,26,48,208,81,58,0,69,0,221,55,0,68,45,53,71,31,0,0,0,0,40,25,9,16,0,37,7,14,0,10,6,878,272,2,1,,,2,PLAYER_BODY_TYPE_,Yes,68,51,34,57,13,49,Leadership,,,,1,,,https://sofifa.com/player/155769/adeshina-abayomi-lawal/070002/,Nigeria
,Anselmo ST,22,55,62,Estrela da Amadora 2009,172665,"182cm / 6'0""",75kg / 165lbs,Right,55,ST,,€0,€0,€0,197,44,51,52,50,0,205,57,0,46,48,54,182,67,56,0,59,0,232,55,0,64,60,53,88,42,0,0,0,0,46,62,32,30,0,34,7,12,0,7,8,1000,308,3,1,,,1,PLAYER_BODY_TYPE_,Yes,61,52,48,56,33,58,Leadership,,,,1,,,https://sofifa.com/player/172665/anselmo/070002/,Portugal
,A. Barusso RM,21,55,56,Rimini 2010,177529,"184cm / 6'0""",75kg / 165lbs,Right,61,RM,,€0,€0,€0,166,38,41,36,51,0,209,72,0,29,49,59,177,68,77,0,32,0,141,34,0,36,40,31,90,61,0,0,0,0,29,141,68,73,0,39,9,7,0,11,12,963,326,2,1,,,1,PLAYER_BODY_TYPE_,Yes,73,37,45,61,67,43,Leadership,,,,1,,,https://sofifa.com/player/177529/ahmed-apimah-barusso/070002/,Ghana
,I. Roper CB,29,55,62,Walsall 2007,53625,"191cm / 6'3""",89kg / 196lbs,Right,55,CB,,€0,€0,€0,176,31,39,58,48,0,181,31,0,52,52,46,123,40,42,0,41,0,173,47,0,47,62,17,100,48,0,0,0,0,52,109,52,57,0,44,13,12,0,5,14,906,270,3,1,,,2,PLAYER_BODY_TYPE_,Yes,41,36,45,38,55,55,Leadership High club identification Crowd favourite,,,,3,,,https://sofifa.com/player/53625/ian-roper/070002/,England
,Asier Salcedo CM,26,55,55,SD Ponferradina 2008,145786,"180cm / 5'11""",78kg / 172lbs,Right,57,ST,,€0,€0,€0,214,55,54,53,52,0,213,53,0,55,51,54,157,53,63,0,41,0,244,52,0,78,76,38,119,64,0,0,0,0,55,76,51,25,0,40,11,13,0,6,10,1063,329,3,1,,,3,PLAYER_BODY_TYPE_,Yes,59,50,53,52,41,74,Leadership,,,,1,,,https://sofifa.com/player/145786/asier-salcedo/070002/,Spain
,G. Perchet LM,22,55,78,Amiens SC 2009,177787,"185cm / 6'1""",75kg / 165lbs,Left,55,LM,,€0,€0,€0,214,55,53,54,52,0,210,53,0,53,52,52,196,68,65,0,63,0,206,46,0,52,58,50,98,45,0,0,0,0,53,102,49,53,0,22,5,3,0,6,8,1048,329,3,1,,,1,PLAYER_BODY_TYPE_,Yes,66,51,53,54,51,54,Leadership,,,,1,,,https://sofifa.com/player/177787/gary-perchet/070002/,France
,P. Beltran RM,18,55,70,Atlético Morelia 2012,177276,"176cm / 5'9""",62kg / 137lbs,Right,55,RM,,€0,€0,€0,206,57,46,49,54,0,210,58,0,42,56,54,167,63,57,0,47,0,181,59,0,44,31,47,54,12,0,0,0,0,42,74,32,42,0,48,12,12,0,12,12,940,287,1,1,,,2,PLAYER_BODY_TYPE_,Yes,60,49,54,55,38,31,Leadership,,,,1,,,https://sofifa.com/player/177276/pedro-beltran/070002/,Mexico
,M. Rigoni CAM,26,55,61,Pescara 2007,138878,"175cm / 5'9""",74kg / 163lbs,Right,63,CF,,€0,€0,€0,210,72,23,53,62,0,204,37,0,45,54,68,225,86,68,0,71,0,277,77,0,76,64,60,109,64,0,0,0,0,45,72,33,39,0,38,13,9,0,11,5,1135,339,3,1,,,2,PLAYER_BODY_TYPE_,Yes,76,44,61,53,37,68,Leadership Media darling,,,,2,,,https://sofifa.com/player/138878/marco-rigoni/070002/,Italy
,Júnior Maranhão CDM,29,55,64,Santa Cruz 2007,184958,"177cm / 5'10""",77kg / 170lbs,Right,62,CDM,,€0,€0,€0,213,46,50,54,63,0,185,17,0,76,44,48,160,48,54,0,58,0,229,57,0,57,75,40,150,74,0,0,0,0,76,132,71,61,0,34,8,7,0,8,11,1103,324,4,1,,,3,PLAYER_BODY_TYPE_,Yes,51,50,55,34,65,69,Leadership,,,,1,,,https://sofifa.com/player/184958/junior-maranhao/070002/,Brazil
,S. Melliti CM,27,55,59,Tunisia Free,177023,"178cm / 5'10""",80kg / 176lbs,Right,56,CM,,€0,€0,€0,184,48,48,32,56,0,213,53,0,48,49,63,179,59,68,0,52,0,202,43,0,51,56,52,113,65,0,0,0,0,48,71,28,43,0,35,8,10,0,9,8,997,309,3,1,,,2,PLAYER_BODY_TYPE_,Yes,64,48,51,56,34,56,Leadership,,,,1,,,https://sofifa.com/player/177023/sofiene-melliti/070002/,Tunisia
,R. Jenssen LW,18,55,64,Tromsø IL 2007,177279,"173cm / 5'8""",71kg / 157lbs,Left,55,LW,,€0,€0,€0,187,54,34,43,56,0,205,46,0,66,41,52,211,72,70,0,69,0,219,64,0,56,47,52,129,63,0,0,0,0,66,66,33,33,0,14,1,2,0,5,6,1031,309,3,1,,,1,PLAYER_BODY_TYPE_,Yes,71,46,53,52,34,53,Leadership,,,,1,,,https://sofifa.com/player/177279/ruben-y-jenssen/070002/,Norway
,M. Pawelec CDM,20,55,59,Górnik Łęczna 2008,152961,"180cm / 5'11""",72kg / 159lbs,Right,57,CDM,,€0,€0,€0,192,41,42,54,55,0,200,46,0,47,56,51,154,49,58,0,47,0,218,44,0,62,56,56,114,67,0,0,0,0,47,114,55,59,0,45,13,14,0,8,10,1037,316,3,1,,,1,PLAYER_BODY_TYPE_,Yes,54,46,51,48,57,60,Leadership,,,,1,,,https://sofifa.com/player/152961/mariusz-pawelec/070002/,Poland
,A. Nefzi GK,32,55,56,Tunisia Free,177025,"183cm / 6'0""",86kg / 190lbs,Right,55,GK,,€0,€0,€0,141,53,11,49,28,0,140,21,0,39,63,17,110,43,28,0,39,0,182,55,0,48,59,20,81,42,0,0,0,0,39,54,13,41,0,216,56,55,0,53,52,924,314,2,1,,,2,PLAYER_BODY_TYPE_,Yes,56,55,63,52,35,53,Leadership,,,,1,,,https://sofifa.com/player/177025/adel-nefzi/070002/,Tunisia
,F. Gustafson CM,30,55,56,Östers IF 2008,20354,"182cm / 6'0""",79kg / 174lbs,Right,55,CM,,€0,€0,€0,145,35,40,35,35,0,217,65,0,40,50,62,109,35,35,0,39,0,226,35,0,77,70,44,104,64,0,0,0,0,40,104,69,35,0,30,6,6,0,7,11,935,297,4,1,,,2,PLAYER_BODY_TYPE_,Yes,35,40,39,60,52,71,Leadership,,,,1,,,https://sofifa.com/player/20354/fredrik-gustafson/070002/,Sweden
,J. Hansen GK,21,55,57,FC Nordsjælland 2007,132740,"188cm / 6'2""",78kg / 172lbs,Right,55,GK,,€0,€0,€0,51,17,8,12,14,0,126,9,0,49,47,21,111,28,31,0,52,0,110,11,0,25,62,12,86,37,0,0,0,0,49,24,11,13,0,214,49,50,0,53,62,722,291,3,1,,,1,PLAYER_BODY_TYPE_,Yes,49,50,47,62,30,53,Leadership High training work rate,,,,2,,,https://sofifa.com/player/132740/jesper-hansen/070002/,Denmark
,S. Mildenhall GK,28,55,63,Yeovil Town 2008,19332,"196cm / 6'5""",85kg / 187lbs,Right,55,GK,,€0,€0,€0,66,14,16,15,21,0,133,6,0,54,60,13,170,56,60,0,54,0,152,16,0,57,67,12,84,30,0,0,0,0,54,33,16,17,0,213,52,55,0,55,51,851,331,3,1,,,1,PLAYER_BODY_TYPE_,Yes,52,55,60,51,58,55,Leadership,,,,1,,,https://sofifa.com/player/19332/steve-mildenhall/070002/,England
,R. Paul LB,21,55,66,FC Carl Zeiss Jena 2008,150404,"184cm / 6'0""",77kg / 170lbs,Left,58,LB,,€0,€0,€0,148,35,23,53,37,0,157,33,0,48,36,40,180,60,68,0,52,0,224,53,0,68,66,37,115,67,0,0,0,0,48,119,61,58,0,37,13,6,0,5,13,980,299,3,1,,,2,PLAYER_BODY_TYPE_,Yes,64,34,37,38,59,67,Leadership,,,,1,,,https://sofifa.com/player/150404/robert-paul/070002/,Germany
,A. Rogers LB,29,55,70,Bradford City 2007,51333,"177cm / 5'10""",74kg / 163lbs,Left,58,CF,,€0,€0,€0,181,61,37,31,52,0,201,39,0,47,53,62,167,52,57,0,58,0,227,64,0,56,64,43,109,62,0,0,0,0,47,110,54,56,0,30,10,8,0,6,6,1025,317,3,1,,,3,PLAYER_BODY_TYPE_,Yes,55,44,54,50,53,61,Leadership,,,,1,,,https://sofifa.com/player/51333/alan-rogers/070002/,England
,G. Szymanek ST,20,55,58,Górnik Łęczna 2007,152966,"180cm / 5'11""",73kg / 161lbs,Right,55,ST,,€0,€0,€0,195,55,56,36,48,0,184,60,0,42,31,51,148,55,50,0,43,0,215,53,0,63,58,41,92,50,0,0,0,0,42,66,28,38,0,51,11,14,0,12,14,951,293,4,1,,,1,PLAYER_BODY_TYPE_,Yes,52,51,45,54,33,58,Leadership,,,,1,,,https://sofifa.com/player/152966/grzegorz-szymanek/070002/,Poland
,A. Hysén GK,19,55,66,BK Häcken 2007,176774,"179cm / 5'10""",77kg / 170lbs,Right,55,GK,,€0,€0,€0,105,30,16,19,40,0,144,12,0,44,51,37,148,47,49,0,52,0,116,13,0,52,43,8,73,29,0,0,0,0,44,35,12,23,0,225,52,53,0,57,63,846,324,2,1,,,1,PLAYER_BODY_TYPE_,Yes,52,53,51,63,48,57,Leadership,,,,1,,,https://sofifa.com/player/176774/alexander-hysen/070002/,Sweden
,Y. Kaïssi CAM,25,55,57,BK Häcken 2008,163465,"172cm / 5'8""",64kg / 141lbs,Right,56,CAM,,€0,€0,€0,197,51,51,40,55,0,210,54,0,49,50,57,161,59,56,0,46,0,226,58,0,58,56,54,103,54,0,0,0,0,49,98,44,54,0,40,14,6,0,7,13,1035,320,3,1,,,2,PLAYER_BODY_TYPE_,Yes,57,53,52,54,48,56,Leadership,,,,1,,,https://sofifa.com/player/163465/yazid-kaissi/070002/,France
,S. Hackney RW,22,55,60,Carlisle United 2007,172938,"173cm / 5'8""",64kg / 141lbs,Right,56,RW,,€0,€0,€0,194,58,54,34,48,0,212,57,0,50,50,55,172,60,50,0,62,0,203,59,0,58,52,34,66,16,0,0,0,0,50,67,38,29,0,56,18,18,0,12,8,970,294,3,1,,,2,PLAYER_BODY_TYPE_,Yes,55,50,51,57,34,47,Leadership,,,,1,,,https://sofifa.com/player/172938/simon-hackney/070002/,England
,P. Gade RB,28,55,60,AC Horsens 2007,151692,"188cm / 6'2""",84kg / 185lbs,Right,59,RB,,€0,€0,€0,131,36,14,55,26,0,177,28,0,49,46,54,140,36,56,0,48,0,211,49,0,50,68,44,144,95,0,0,0,0,49,120,65,55,0,36,8,7,0,14,7,959,281,4,1,,,2,PLAYER_BODY_TYPE_,Yes,47,30,36,40,60,68,Injury prone Leadership,,,,2,,,https://sofifa.com/player/151692/per-gade/070002/,Denmark
,D. Oduro ST,20,55,58,FC Dallas 2008,177549,"193cm / 6'4""",70kg / 154lbs,Right,55,ST,,€0,€0,€0,153,29,48,41,35,0,178,53,0,43,34,48,206,76,81,0,49,0,215,53,0,60,59,43,101,58,0,0,0,0,43,40,30,10,0,23,5,4,0,7,7,916,294,2,1,,,1,PLAYER_BODY_TYPE_,Yes,79,48,34,51,23,59,Leadership,,,,1,,,https://sofifa.com/player/177549/dominic-oduro/070002/,Ghana
,J. Patocka SW,28,55,54,SV Mattersburg 2008,152206,"192cm / 6'4""",93kg / 205lbs,Right,58,SW,,€0,€0,€0,187,43,35,65,44,0,185,48,0,44,49,44,165,55,53,0,57,0,207,50,0,52,59,46,85,41,0,0,0,0,44,117,53,64,0,39,12,9,0,10,8,985,300,3,1,,,2,PLAYER_BODY_TYPE_,Yes,54,41,45,48,59,53,Leadership,,,,1,,,https://sofifa.com/player/152206/jurgen-patocka/070002/,Austria
,S. Topraktepe LW,29,55,61,Sivasspor 2008,144271,"182cm / 6'0""",75kg / 165lbs,Left,55,LW,,€0,€0,€0,181,57,39,34,51,0,187,61,0,42,48,36,195,66,72,0,57,0,228,49,0,59,67,53,99,57,0,0,0,0,42,56,20,36,0,47,14,13,0,8,12,993,308,3,1,,,2,PLAYER_BODY_TYPE_,Yes,69,45,51,52,28,63,Leadership,,,,1,,,https://sofifa.com/player/144271/serdar-topraktepe/070002/,Türkiye
,Paco Esteban ST,24,55,65,CP Ejido 2008,138641,"182cm / 6'0""",72kg / 159lbs,Left,55,ST,,€0,€0,€0,205,51,50,54,50,0,194,50,0,57,30,57,173,64,59,0,50,0,243,51,0,74,73,45,119,62,0,0,0,0,57,30,18,12,0,46,14,12,0,9,11,1010,298,3,1,,,1,PLAYER_BODY_TYPE_,Yes,61,49,46,52,19,71,Leadership,,,,1,,,https://sofifa.com/player/138641/paco-esteban/070002/,Spain
,J. Kuffour ST,24,55,63,Brentford 2008,19089,"170cm / 5'7""",65kg / 143lbs,Right,55,ST,,€0,€0,€0,163,48,47,24,44,0,191,62,0,56,27,46,192,67,71,0,54,0,196,54,0,62,46,34,98,42,0,0,0,0,56,43,19,24,0,46,11,12,0,13,10,929,284,3,1,,,2,PLAYER_BODY_TYPE_,Yes,69,46,42,55,22,50,Leadership,,,,1,,,https://sofifa.com/player/19089/jo-kuffour/070002/,England
,R. Bolli GK,27,55,58,FC Schaffhausen 2008,144531,"184cm / 6'0""",84kg / 185lbs,Right,55,GK,,€0,€0,€0,52,11,8,11,22,0,112,9,0,40,39,24,150,52,42,0,56,0,114,23,0,42,37,12,83,43,0,0,0,0,40,22,14,8,0,225,63,49,0,57,56,758,311,3,1,,,2,PLAYER_BODY_TYPE_,Yes,63,49,39,56,47,57,Injury prone Leadership,,,,2,,,https://sofifa.com/player/144531/reto-bolli/070002/,Switzerland
,E. Showunmi ST,26,55,59,Bristol City 2008,157589,"197cm / 6'6""",93kg / 205lbs,Left,55,ST,,€0,€0,€0,182,41,50,41,50,0,187,64,0,53,24,46,210,77,84,0,49,0,214,46,0,63,65,40,105,52,0,0,0,0,53,59,27,32,0,35,12,6,0,6,11,992,317,3,1,,,1,PLAYER_BODY_TYPE_,Yes,81,47,42,55,30,62,Leadership,,,,1,,,https://sofifa.com/player/157589/enoch-showunmi/070002/,Nigeria
,D. Kablar CB,28,55,68,SV Ried 2006,173461,"194cm / 6'4""",90kg / 198lbs,Left,55,CB,,€0,€0,€0,151,42,31,46,32,0,193,53,0,46,41,53,143,53,42,0,48,0,237,43,0,68,61,65,103,57,0,0,0,0,46,107,36,71,0,29,7,6,0,9,7,963,293,3,1,,,2,PLAYER_BODY_TYPE_,Yes,47,43,38,52,51,62,Leadership,,,,1,,,https://sofifa.com/player/173461/davorin-kablar/070002/,Croatia
,R. Vieira ST,26,55,63,Chamois Niortais FC 2007,177301,"178cm / 5'10""",79kg / 174lbs,Right,55,ST,,€0,€0,€0,208,57,56,53,42,0,183,45,0,51,38,49,166,58,58,0,50,0,227,60,0,52,62,53,101,50,0,0,0,0,51,40,13,27,0,36,16,13,0,1,6,961,287,2,1,,,2,PLAYER_BODY_TYPE_,Yes,58,56,46,47,23,57,Leadership,,,,1,,,https://sofifa.com/player/177301/roland-vieira/070002/,France
,J. Crowe RB,27,55,62,Northampton Town 2007,53653,"175cm / 5'9""",67kg / 148lbs,Right,56,RB,,€0,€0,€0,145,43,24,44,34,0,179,39,0,54,33,53,206,70,69,0,67,0,186,27,0,67,76,16,111,57,0,0,0,0,54,107,54,53,0,35,11,7,0,11,6,969,302,3,1,,,2,PLAYER_BODY_TYPE_,Yes,69,24,38,48,53,70,Leadership,,,,1,,,https://sofifa.com/player/53653/jason-crowe/070002/,England
,A. Dawson LB,27,55,60,Hull City 2008,11414,"178cm / 5'10""",71kg / 157lbs,Left,58,LB,,€0,€0,€0,207,56,56,52,43,0,161,37,0,54,28,42,174,59,60,0,55,0,223,41,0,62,63,57,115,61,0,0,0,0,54,120,59,61,0,43,14,10,0,5,14,1043,319,3,1,,,3,PLAYER_BODY_TYPE_,Yes,60,53,44,41,59,62,Leadership,,,,1,,,https://sofifa.com/player/11414/andrew-dawson/070002/,England
,B. Angbwa RB,24,55,55,Cameroon Free,163479,"180cm / 5'11""",76kg / 168lbs,Right,56,RB,,€0,€0,€0,200,52,48,49,51,0,203,47,0,47,51,58,165,58,55,0,52,0,200,47,0,59,51,43,104,57,0,0,0,0,47,111,56,55,0,36,7,14,0,8,7,1019,316,3,1,,,2,PLAYER_BODY_TYPE_,Yes,56,47,51,52,55,55,Leadership,,,,1,,,https://sofifa.com/player/163479/benoit-angbwa/070002/,Cameroon
,A. Barroso CB,18,55,57,FC La Chaux-de-Fonds 2009,170647,"182cm / 6'0""",74kg / 163lbs,Right,55,CB,,€0,€0,€0,141,31,13,52,45,0,161,25,0,55,22,59,147,52,51,0,44,0,165,44,0,52,48,21,100,45,0,0,0,0,55,113,57,56,0,31,7,8,0,7,9,858,256,3,1,,,1,PLAYER_BODY_TYPE_,Yes,51,23,37,40,56,49,Leadership,,,,1,,,https://sofifa.com/player/170647/alexandre-barroso/070002/,Switzerland
,G. Carmona ST,27,55,57,Tours FC 2009,111256,"170cm / 5'7""",69kg / 152lbs,Right,55,ST,,€0,€0,€0,203,56,57,42,48,0,178,52,0,48,24,54,171,55,53,0,63,0,209,54,0,55,45,55,99,51,0,0,0,0,48,40,19,21,0,42,14,12,0,6,10,942,278,3,1,,,2,PLAYER_BODY_TYPE_,Yes,54,55,44,54,22,49,Leadership,,,,1,,,https://sofifa.com/player/111256/gregory-carmona/070002/,France
,S. Stockley RB,28,55,54,Wycombe Wanderers 2008,19866,"183cm / 6'0""",76kg / 168lbs,Right,56,RB,,€0,€0,€0,184,55,21,54,54,0,215,51,0,53,55,56,160,55,55,0,50,0,215,52,0,59,52,52,96,43,0,0,0,0,53,108,53,55,0,30,12,5,0,6,7,1008,305,4,1,,,2,PLAYER_BODY_TYPE_,Yes,55,37,54,53,54,52,Leadership,,,,1,,,https://sofifa.com/player/19866/sam-stockley/070002/,England
,A. Cherrad ST,25,55,70,Sporting Club Bastia 2007,51868,"186cm / 6'1""",75kg / 165lbs,Right,55,ST,,€0,€0,€0,211,49,61,47,54,0,170,46,0,62,18,44,175,69,54,0,52,0,221,58,0,58,56,49,114,52,0,0,0,0,62,64,30,34,0,42,11,10,0,13,8,997,298,3,1,,,2,PLAYER_BODY_TYPE_,Yes,61,57,45,46,33,56,Leadership Scandal prone,,,,2,,,https://sofifa.com/player/51868/abdelmalek-cherrad/070002/,Algeria
